run_id,schema_version,dataset,model,objective,prior_type,base_seed,n_total,n_selected,n_prior,n_posterior,n_bound,perc_train,perc_prior,stratified,split_hash,delta_train,delta_mc,delta_pac,joint_confidence,mc_samples,kl,kl_over_nbound,mc_err_01,mc_ce,emp_risk_01,emp_risk_ce,cert_risk_01,cert_risk_ce,test_stoch_01,test_postmean_01,test_ens_01,prior_net_test_01,label_noise,train_epochs,prior_epochs,lr,lr_prior,sigma_prior,kl_penalty,duration_sec,exit_code,prior_net_s0_01,test_stoch_01_asrun,test_ens_01_asrun,seed_eval_applied,cert_risk_01_nounion,cert_risk_ce_nounion,n_prior_candidates
mnist_fquad_learnt_fcn_seed3_ln10,2.0,mnist,fcn,fquad,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,202.99325561523438,0.006766441853841146,0.15232745,0.09752359263300403,0.18150343063544913,0.12208486604005848,0.23128689576157496,0.16546090444331701,0.0586,0.0527,0.0378,0.04730000000000001,0.1,100,70,0.005,0.005,0.03,0.1,1057.2,0,0.009333,0.05669999999999997,0.03839999999999999,True,0.23045882615850094,0.1647230362555427,999
mnist_fquad_learnt_fcn_seed3_ln20,2.0,mnist,fcn,fquad,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,708.9821166992188,0.02363273722330729,0.2863803833333333,0.14611484020301374,0.32217713424573213,0.17484374404491038,0.4295655042663928,0.2681303471946396,0.1164,0.1118,0.0681,0.08850000000000002,0.2,100,70,0.005,0.005,0.03,0.1,1042.1,0,0.026167,0.11460000000000004,0.06840000000000002,True,0.42903896486987353,0.2676450640612728,999
mnist_fquad_learnt_fcn_seed3_ln40,2.0,mnist,fcn,fquad,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,1062.488525390625,0.0354162841796875,0.5399334333333333,0.21145634288355408,0.5782953073681543,0.2441773360086134,0.7048328280428099,0.369767699245308,0.2636,0.2481,0.1761,0.2289,0.4,100,70,0.005,0.005,0.03,0.1,1060.1,0,0.065,0.2582,0.17600000000000005,True,0.7044535996607776,0.3693398778249974,999
mnist_fquad_learnt_fcn_seed3_pt10,2.0,mnist,fcn,fquad,learnt,3,60000,6000,3000,6000,3000,0.1,0.5,False,7a1c7d6787ce8563c319158c346b5022,0.025,0.005,0.005,0.99,2000,57.723690032958984,0.019241230010986328,0.05916816666666667,0.029925519615618804,0.07920207063158519,0.04503145408652249,0.1531774130704627,0.10665678666180563,0.0631,0.0541,0.0566,0.0595,0.0,100,70,0.005,0.005,0.03,0.1,242.5,0,0.0,0.060899999999999954,0.05569999999999997,True,0.14907071994831383,0.10304429205839177,999
mnist_fquad_learnt_fcn_seed3_pt20,2.0,mnist,fcn,fquad,learnt,3,60000,12000,6000,12000,6000,0.2,0.5,False,f0610465c35c5ddc595a3eb968571c0f,0.025,0.005,0.005,0.99,2000,90.58079528808594,0.01509679921468099,0.04357075,0.018104807432943886,0.061218344358924544,0.03041438200800889,0.1172157294783059,0.07465608376649031,0.0466,0.0391,0.0397,0.043200000000000016,0.0,100,70,0.005,0.005,0.03,0.1,319.9,0,0.0,0.050000000000000044,0.039000000000000035,True,0.11506415417630385,0.07284145531033975,999
mnist_fquad_learnt_fcn_seed3_pt50,2.0,mnist,fcn,fquad,learnt,3,60000,30000,15000,30000,15000,0.5,0.5,False,aed5e4f864325d62bbb415edd0a93e62,0.025,0.005,0.005,0.99,2000,123.33155822753906,0.008222103881835937,0.0286287,0.011635689959549247,0.04346155724865259,0.02197554813696717,0.07725138322308028,0.048340266151229494,0.0321,0.0247,0.0259,0.02739999999999998,0.0,100,70,0.005,0.005,0.03,0.1,585.8,0,6.7e-05,0.03069999999999995,0.0252,True,0.07627143214951689,0.047530777767337114,999
mnist_fquad_learnt_fcn_seed4,2.0,mnist,fcn,fquad,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,193.55828857421875,0.006451942952473959,0.020248816666666666,0.0078680756901808,0.03312622631092993,0.016784845820602193,0.058888899201501255,0.036815011639257766,0.0229,0.0176,0.0168,0.019000000000000017,0.0,100,70,0.005,0.005,0.03,0.1,1061.6,0,6.7e-05,0.022599999999999953,0.016900000000000026,True,0.058390780821686646,0.03640543098831167,999
mnist_fquad_learnt_fcn_seed4_ln10,2.0,mnist,fcn,fquad,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,229.61740112304688,0.0076539133707682295,0.1517512,0.09423591749741589,0.1808863989238318,0.11846237236273767,0.23370009067626482,0.1640965995582921,0.0629,0.0556,0.0386,0.049799999999999955,0.1,100,70,0.005,0.005,0.03,0.1,1040.6,0,0.009467,0.06579999999999997,0.038799999999999946,True,0.23291449523890426,0.16340044927391223,999
mnist_fquad_learnt_fcn_seed4_ln20,2.0,mnist,fcn,fquad,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,677.2109985351562,0.022573699951171877,0.28946978333333334,0.14822853188622065,0.32536588915074777,0.17711139286501795,0.4304673554379198,0.26848523110447287,0.1168,0.1045,0.066,0.09030000000000005,0.2,100,70,0.005,0.005,0.03,0.1,1056.8,0,0.024667,0.11199999999999999,0.06559999999999999,True,0.42992902358164126,0.26798932372027673,999
mnist_fquad_learnt_fcn_seed4_ln40,2.0,mnist,fcn,fquad,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,1008.6798706054688,0.033622662353515624,0.5416280833333333,0.21548823649445528,0.5799724964885232,0.24841070830487952,0.7033740398492205,0.3710752013977751,0.2619,0.2492,0.1746,0.22450000000000003,0.4,100,70,0.005,0.005,0.03,0.1,1025.6,0,0.059,0.2569,0.17510000000000003,True,0.7029840265772705,0.37063650250384755,999
mnist_fquad_learnt_fcn_seed4_pt10,2.0,mnist,fcn,fquad,learnt,4,60000,6000,3000,6000,3000,0.1,0.5,False,a6aaffea771d8ca3ec772288b4d7c94e,0.025,0.005,0.005,0.99,2000,58.483802795410156,0.019494600931803385,0.05431866666666667,0.026194970307061898,0.07365612914801684,0.04049632328627445,0.14634223405135244,0.10046298701097739,0.0648,0.0571,0.0583,0.0605,0.0,100,70,0.005,0.005,0.03,0.1,239.4,0,0.0,0.06440000000000001,0.05800000000000005,True,0.14231897321517115,0.09694410853972862,999
mnist_fquad_learnt_fcn_seed4_pt20,2.0,mnist,fcn,fquad,learnt,4,60000,12000,6000,12000,6000,0.2,0.5,False,ac86b62b4ad9f19dc7e94189946b1df9,0.025,0.005,0.005,0.99,2000,93.49185180664062,0.015581975301106771,0.04340108333333333,0.01760428500143478,0.061020127253358654,0.029776237979974255,0.11784688408585414,0.07446407869323773,0.0459,0.0395,0.0401,0.04530000000000001,0.0,100,70,0.005,0.005,0.03,0.1,331.3,0,0.0,0.0484,0.03979999999999995,True,0.11571757144467448,0.07267246261174315,999
mnist_fquad_learnt_fcn_seed4_pt50,2.0,mnist,fcn,fquad,learnt,4,60000,30000,15000,30000,15000,0.5,0.5,False,71187ca46086c0c266098f276ce5cc81,0.025,0.005,0.005,0.99,2000,146.96885681152344,0.009797923787434895,0.0288103,0.012101837132993839,0.043681803247253966,0.022600228598533556,0.08077374105206243,0.05193243193001968,0.0305,0.023,0.0246,0.026000000000000023,0.0,100,70,0.005,0.005,0.03,0.1,591.0,0,0.0,0.03080000000000005,0.024399999999999977,True,0.07984522990975103,0.05115469612517515,999
mnist_fquad_rand_fcn_seed0,2.0,mnist,fcn,fquad,rand,0,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,8170.4912109375,0.136174853515625,0.09711264166666667,0.0272023395106662,0.12163250650224139,0.04172684613480954,0.35056572936448627,0.22820117518647795,0.0974,0.0562,0.0604,0.9173,0.0,100,0,0.005,0.005,0.03,0.1,974.7,0,,0.0947,0.058699999999999974,True,0.3504512322359131,0.22809243765357506,999
mnist_fquad_rand_fcn_seed1,2.0,mnist,fcn,fquad,rand,1,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,8284.740234375,0.13807900390625,0.09270411666666667,0.026315537809051118,0.11677174871531276,0.04064384347999578,0.34583808849669,0.22802730300796967,0.0922,0.0595,0.0569,0.9017,0.0,100,0,0.005,0.005,0.03,0.1,1004.2,0,,0.09009999999999996,0.05740000000000001,True,0.3457243797866202,0.22791915137252858,999
mnist_fquad_rand_fcn_seed2,2.0,mnist,fcn,fquad,rand,2,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,8239.166015625,0.13731943359375,0.09567860833333333,0.027038022998845522,0.12005299139609388,0.04152644262192912,0.34956065293304095,0.22891783746771027,0.0914,0.0559,0.0568,0.8941,0.0,100,0,0.005,0.005,0.03,0.1,966.9,0,,0.0968,0.05789999999999995,True,0.3494465937931172,0.2288093931565108,999
mnist_fquad_rand_fcn_seed3,2.0,mnist,fcn,fquad,rand,3,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,8243.9677734375,0.137399462890625,0.09492914166666666,0.026780297652311633,0.11922687549448481,0.04121187307123447,0.34851682591851396,0.2284223285334109,0.0884,0.055,0.0569,0.8799,0.0,100,0,0.005,0.005,0.03,0.1,1003.4,0,,0.08930000000000005,0.05730000000000002,True,0.3484028167802739,0.2283139448061998,999
mnist_fquad_rand_fcn_seed4,2.0,mnist,fcn,fquad,rand,4,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,8351.958984375,0.13919931640625,0.09715480833333333,0.027063113698796396,0.12167892774795315,0.04155705147271366,0.3536226325794671,0.23074062008243942,0.0941,0.0582,0.0612,0.9116,0.0,100,0,0.005,0.005,0.03,0.1,966.1,0,,0.09430000000000005,0.06040000000000001,True,0.3535091730279022,0.23063260384266288,999
